SampleID,ComponentID,ComponentType,X,Y,Width,Height,Power
825,9,Inductor,76,57,9,17,4.16
826,0,Diode,18,51,15,10,3.26
826,1,Diode,34,50,20,17,3.5
826,2,Inductor,5,34,10,19,3.58
826,3,Capacitor,78,63,8,9,4.57
826,4,Inductor,75,45,9,10,4.05
826,5,IC,15,46,17,12,3.26
826,6,Resistor,59,6,10,8,3.29
827,0,Capacitor,31,1,8,20,0.38
827,1,IC,64,77,10,8,0.72
827,2,Inductor,53,78,15,14,1.85
827,3,Diode,27,32,20,12,0.38
827,4,IC,9,84,18,10,4.71
827,5,Inductor,25,19,6,12,0.11
827,6,Inductor,56,21,10,15,0.99
827,7,Capacitor,47,78,16,16,4.6
827,8,Resistor,32,44,17,9,1.14
827,9,Inductor,44,83,6,5,4.57
828,0,Capacitor,11,78,18,13,1.39
828,1,Capacitor,4,65,14,18,1.03
828,2,Inductor,8,31,20,8,1.23
828,3,Diode,61,72,9,19,2.23
828,4,Resistor,62,36,6,17,3.14
828,5,Inductor,33,49,20,11,0.77
828,6,Diode,14,70,13,19,3.24
828,7,IC,7,48,5,12,2.82
829,0,Inductor,2,38,12,18,0.53
829,1,Capacitor,26,69,5,14,1.44
829,2,Capacitor,53,52,8,7,2.7
829,3,IC,44,13,6,11,3.16
829,4,Capacitor,9,26,5,9,4.21
829,5,Diode,50,1,11,18,2.6
829,6,Capacitor,65,13,12,7,4.98
829,7,Capacitor,80,75,8,8,3.2
829,8,Capacitor,18,10,20,8,1.08
829,9,Inductor,83,13,16,9,3.84
829,10,Resistor,2,17,16,6,2.74
829,11,Inductor,62,18,9,12,0.29
829,12,IC,19,32,15,15,4.67
830,0,Resistor,23,16,9,19,3.34
830,1,Capacitor,24,37,19,10,0.55
830,2,Diode,29,12,15,20,2.59
830,3,Inductor,56,89,12,8,0.38
830,4,Diode,23,48,6,14,4.95
830,5,Diode,5,63,15,17,2.75
830,6,Resistor,73,3,11,15,4.93
830,7,Resistor,49,53,13,19,2.84
831,0,IC,45,86,5,7,2.39
831,1,Resistor,57,13,17,13,1.68
831,2,IC,76,35,20,10,3.99
831,3,Capacitor,87,50,13,18,4.06
831,4,Inductor,14,45,18,12,2.28
831,5,Diode,20,29,16,11,4.87
832,0,Inductor,21,1,19,19,0.8
832,1,Resistor,36,43,6,20,3.9
832,2,Diode,46,7,10,8,3.29
832,3,IC,16,57,10,6,3.88
832,4,Resistor,16,80,9,15,0.97
832,5,Capacitor,9,43,13,6,3.53
832,6,Inductor,62,22,16,19,3.63
832,7,Resistor,10,52,14,5,0.67
832,8,Capacitor,74,14,8,9,0.26
832,9,Capacitor,45,4,18,20,4.88
832,10,Capacitor,34,65,5,11,1.12
832,11,Diode,74,9,19,12,0.89
832,12,Diode,59,60,9,11,2.82
832,13,Diode,68,75,15,17,1.43
832,14,Capacitor,26,73,10,15,3.44
833,0,Diode,7,33,16,10,2.63
833,1,Diode,66,26,15,12,0.12
833,2,IC,75,72,17,14,1.75
833,3,Capacitor,22,48,7,15,2.67
833,4,Inductor,82,38,17,13,2.98
834,0,Diode,58,68,19,17,0.75
834,1,Inductor,63,24,17,13,0.92
834,2,Capacitor,62,59,15,11,1.1
834,3,Diode,7,39,14,18,2.38
834,4,Resistor,7,46,14,8,1.56
834,5,Diode,62,38,8,17,0.27
834,6,Resistor,21,31,12,13,3.95
835,0,IC,80,16,6,17,3.95
835,1,Capacitor,16,81,11,5,0.81
835,2,Capacitor,71,16,8,16,4.58
835,3,Resistor,73,63,7,5,1.39
835,4,IC,88,44,12,18,2.94
835,5,IC,27,48,13,13,2.18
835,6,Inductor,59,84,13,5,1.04
835,7,Capacitor,37,85,12,8,4.35
835,8,Inductor,46,86,12,10,0.18
835,9,Diode,56,32,5,17,3.64
835,10,Diode,26,57,20,13,1.05
835,11,Diode,7,90,10,9,3.45
835,12,Resistor,32,50,10,18,3.56
836,0,IC,41,55,17,9,1.21
836,1,Diode,69,78,12,6,4.27
836,2,Diode,62,59,12,6,4.24
836,3,IC,54,40,6,13,0.22
836,4,Capacitor,9,16,19,17,0.29
836,5,Inductor,45,25,5,15,3.38
836,6,IC,80,14,5,11,0.42
836,7,Diode,12,14,13,14,1.47
836,8,Inductor,10,30,7,15,4.59
836,9,Inductor,8,19,15,11,0.8
837,0,Inductor,80,86,11,5,2.81
837,1,Capacitor,5,58,14,16,0.56
837,2,Resistor,8,66,19,6,4.27
837,3,IC,45,42,16,12,4.0
837,4,Capacitor,79,36,10,6,4.83
837,5,Resistor,55,15,6,12,2.37
837,6,Capacitor,55,20,16,9,2.57
837,7,Inductor,1,23,19,20,0.2
837,8,Capacitor,69,83,9,5,3.77
837,9,IC,2,10,8,16,1.3
838,0,Diode,88,84,5,13,4.1
838,1,Capacitor,13,80,17,15,4.7
838,2,Capacitor,70,28,13,15,2.85
838,3,Diode,69,5,20,13,2.54
838,4,Capacitor,58,40,7,7,4.99
838,5,Capacitor,50,15,5,13,1.52
838,6,Capacitor,56,32,14,7,1.48
838,7,IC,5,88,9,10,2.37
838,8,Resistor,61,74,12,15,4.36
838,9,Resistor,1,75,17,6,2.16
838,10,IC,51,88,10,12,4.44
838,11,Inductor,12,44,19,20,1.06
838,12,Diode,51,84,15,15,1.11
838,13,Inductor,65,15,10,20,4.27
838,14,Inductor,81,38,9,6,2.83
839,0,Resistor,45,0,13,10,3.24
839,1,Capacitor,54,42,11,17,2.85
839,2,Capacitor,55,88,6,8,2.23
839,3,IC,42,21,10,12,1.19
839,4,Capacitor,63,31,11,18,2.82
840,0,IC,36,65,7,20,2.59
840,1,Diode,76,78,16,9,1.97
840,2,Diode,81,13,15,7,0.33
840,3,Resistor,43,28,11,8,0.5
840,4,Diode,66,69,8,5,4.97
840,5,Capacitor,83,4,14,17,4.16
840,6,Resistor,94,20,5,17,2.68
840,7,Capacitor,51,56,12,13,3.29
840,8,Diode,7,85,20,15,3.96
840,9,Resistor,75,65,7,14,2.44
840,10,Resistor,60,69,19,17,3.15
841,0,Inductor,51,69,9,20,3.71
841,1,Diode,90,21,6,13,3.34
841,2,Resistor,12,12,13,6,3.52
841,3,Inductor,17,83,18,9,4.92
841,4,Capacitor,74,2,13,11,1.54
841,5,Capacitor,34,28,19,9,3.26
841,6,Inductor,54,87,13,6,1.38
841,7,Resistor,11,20,5,20,2.44
841,8,Diode,4,60,17,14,1.93
842,0,Diode,8,43,18,7,4.27
842,1,IC,16,63,17,12,1.48
842,2,Diode,32,22,12,18,4.12
842,3,Inductor,82,59,14,20,1.3
842,4,Capacitor,37,49,16,9,3.88
842,5,Inductor,18,79,8,9,4.39
842,6,Resistor,79,11,11,15,2.35
842,7,Resistor,18,59,8,13,4.09
842,8,Capacitor,68,14,14,9,1.59
842,9,Capacitor,26,83,18,17,2.24
842,10,Resistor,27,7,11,20,4.04
842,11,Diode,56,37,7,14,1.73
842,12,Diode,61,3,8,13,1.83
842,13,Inductor,79,21,16,12,1.99
843,0,Resistor,51,3,16,11,1.51
843,1,Capacitor,21,0,19,7,0.77
843,2,Inductor,56,80,15,5,4.97
843,3,Resistor,75,10,14,17,0.43
843,4,Inductor,72,9,11,17,4.54
843,5,IC,69,5,14,17,2.01
843,6,Resistor,40,5,11,9,3.97
843,7,Resistor,43,26,20,17,4.67
843,8,Diode,85,70,15,15,1.13
843,9,IC,54,39,9,13,2.98
843,10,IC,19,75,20,13,3.27
844,0,Diode,42,6,14,17,1.51
844,1,Inductor,0,82,9,17,1.02
844,2,IC,51,27,17,9,0.7
844,3,Diode,27,28,9,9,1.61
844,4,Inductor,39,40,6,13,3.54
845,0,Diode,92,69,7,13,0.79
845,1,Resistor,9,89,20,10,3.81
845,2,Resistor,35,49,10,14,4.0
845,3,IC,31,60,8,17,1.27
845,4,Diode,24,5,15,17,4.19
846,0,Capacitor,37,27,13,15,4.25
846,1,IC,82,18,10,19,1.35
846,2,Diode,80,66,18,10,0.49
846,3,IC,4,48,14,7,1.8
846,4,IC,62,27,5,12,2.77
846,5,Inductor,49,1,12,15,0.35
846,6,Resistor,86,87,13,7,3.58
846,7,Capacitor,39,12,7,9,4.28
846,8,Inductor,72,9,17,5,0.35
847,0,IC,47,53,18,17,2.51
847,1,Capacitor,54,29,17,19,2.98
847,2,Inductor,27,33,15,18,3.57
847,3,IC,76,26,10,17,4.63
847,4,Resistor,40,63,15,7,0.59
847,5,Inductor,16,10,18,20,0.11
847,6,Capacitor,68,70,19,9,4.07
847,7,Diode,10,37,19,20,1.01
847,8,Diode,82,29,17,17,1.87
847,9,Capacitor,61,0,11,20,4.9
847,10,Inductor,46,74,18,7,0.89
847,11,Inductor,24,5,12,8,1.8
847,12,Capacitor,45,17,20,10,1.22
847,13,Diode,45,34,7,19,0.43
847,14,Capacitor,33,37,5,18,2.39
848,0,IC,57,82,11,14,4.9
848,1,Inductor,27,5,11,14,2.45
848,2,Diode,52,20,12,13,1.67
848,3,IC,87,36,6,18,3.14
848,4,IC,18,69,5,10,1.07
849,0,Inductor,43,76,16,17,4.74
849,1,IC,3,78,20,18,3.21
849,2,Inductor,21,81,8,14,3.62
849,3,IC,0,16,19,12,0.12
849,4,Capacitor,46,32,15,14,2.43
849,5,Diode,12,83,6,14,3.9
849,6,Capacitor,73,35,14,8,2.58
849,7,IC,22,91,16,8,2.01
849,8,IC,84,2,8,11,1.71
849,9,Capacitor,83,53,12,19,3.24
850,0,IC,74,38,8,15,2.06
850,1,IC,2,68,11,16,2.34
850,2,Capacitor,29,80,13,16,3.76
850,3,Capacitor,81,87,13,11,1.16
850,4,Capacitor,55,31,18,17,0.94
850,5,Capacitor,67,50,7,18,4.34
850,6,Diode,40,43,15,15,1.17
850,7,IC,19,59,6,15,4.7
851,0,Capacitor,60,9,19,16,0.15
851,1,Capacitor,13,5,16,5,0.51
851,2,Resistor,73,1,18,14,4.29
851,3,Capacitor,25,74,20,14,2.57
851,4,Diode,42,38,13,17,3.41
851,5,IC,13,87,20,6,1.01
851,6,Diode,42,33,12,13,1.09
851,7,Capacitor,74,35,15,9,4.48
851,8,Diode,73,70,19,20,3.67
851,9,Diode,30,28,16,18,4.97
851,10,Inductor,14,11,17,9,0.51
851,11,Resistor,25,21,12,5,2.74
851,12,Resistor,12,14,11,13,1.79
851,13,Inductor,67,0,12,13,3.47
851,14,IC,62,10,19,14,2.56
852,0,Resistor,41,70,20,5,1.86
852,1,Capacitor,9,90,19,6,3.26
852,2,Capacitor,92,77,5,13,1.91
852,3,Diode,10,75,20,6,2.46
852,4,Resistor,89,17,11,20,1.42
852,5,Diode,22,53,18,16,4.78
852,6,IC,69,48,20,7,1.04
852,7,Resistor,72,54,9,5,3.03
852,8,Capacitor,11,44,20,7,0.51
852,9,Inductor,26,85,13,6,3.93
852,10,Capacitor,1,58,20,12,0.3
852,11,Resistor,3,44,17,19,4.03
853,0,Diode,3,85,13,5,2.02
853,1,Inductor,51,66,20,20,4.2
853,2,Capacitor,17,49,19,6,0.25
853,3,IC,41,15,7,8,3.34
853,4,Inductor,45,25,6,12,0.12
853,5,Capacitor,29,87,16,8,3.78
853,6,Diode,31,27,16,7,4.36
853,7,Diode,39,36,19,8,4.06
853,8,Capacitor,57,52,19,14,0.67
853,9,Resistor,36,17,6,16,1.87
853,10,IC,8,68,18,20,3.99
854,0,Resistor,2,31,9,8,0.82
854,1,Resistor,54,66,13,19,4.6
854,2,Resistor,47,4,15,11,4.14
854,3,Capacitor,32,64,19,17,3.63
854,4,IC,32,48,16,15,1.11
854,5,Capacitor,77,64,7,13,3.33
854,6,Diode,23,33,7,10,0.49
854,7,Resistor,9,11,7,15,1.99
854,8,IC,25,48,8,13,2.31
854,9,IC,33,91,16,7,1.47
855,0,IC,35,23,15,13,1.83
855,1,Capacitor,94,21,5,9,1.99
855,2,Capacitor,81,22,16,19,4.13
855,3,Resistor,77,21,18,19,3.32
855,4,Diode,74,3,18,15,3.71
855,5,Capacitor,16,5,6,14,1.18
855,6,IC,21,67,11,18,1.77
855,7,Resistor,83,8,8,9,3.93
855,8,Inductor,34,40,15,14,1.35
855,9,Inductor,77,55,9,18,2.49
855,10,Resistor,59,50,17,8,2.55
856,0,Inductor,22,68,16,20,4.38
856,1,Capacitor,15,23,9,12,4.82
856,2,Inductor,0,53,11,9,2.09
856,3,Resistor,59,37,6,7,3.9
856,4,Resistor,7,2,14,10,3.72
856,5,Capacitor,30,23,20,20,3.57
856,6,Capacitor,47,17,5,10,0.9
856,7,Diode,69,44,8,10,2.8
856,8,Capacitor,20,8,16,9,0.75
856,9,Diode,30,31,5,7,0.58
856,10,Capacitor,76,83,7,17,4.38
856,11,IC,52,3,13,14,3.45
856,12,Inductor,44,71,10,5,4.59
856,13,IC,78,15,17,7,0.12
857,0,IC,52,44,9,12,2.92
857,1,Resistor,78,13,14,18,4.46
857,2,Resistor,74,63,16,12,1.7
857,3,Resistor,13,85,18,6,0.12
857,4,Resistor,65,38,20,20,1.15
857,5,Inductor,56,3,8,5,1.32
857,6,IC,38,60,17,12,2.94
857,7,IC,39,19,12,7,3.1
857,8,Capacitor,26,69,19,16,0.29
857,9,Inductor,13,83,8,10,4.57
857,10,Capacitor,93,10,5,9,1.57
858,0,Diode,77,87,20,8,0.19
858,1,IC,33,1,16,18,2.55
858,2,Inductor,24,37,13,18,2.29
858,3,Resistor,60,44,20,11,1.67
858,4,Inductor,31,49,6,8,2.26
859,0,Inductor,41,50,16,13,2.73
859,1,Resistor,54,67,13,11,4.57
859,2,Inductor,88,29,9,6,4.93
859,3,IC,63,75,5,7,4.87
859,4,IC,49,8,17,17,0.43
860,0,Inductor,60,71,12,9,0.5
860,1,Diode,43,40,7,15,0.61
860,2,Resistor,12,44,14,12,3.03
860,3,Diode,22,75,20,8,1.83
860,4,Resistor,16,72,18,13,0.6
860,5,Diode,5,46,12,19,2.13
860,6,IC,79,22,19,14,1.99
860,7,Capacitor,35,12,18,10,0.98
861,0,Inductor,32,2,10,16,4.73
861,1,Capacitor,20,77,6,7,0.98
861,2,Diode,49,71,11,19,1.09
861,3,Inductor,74,78,19,17,4.09
861,4,Inductor,68,39,11,14,2.77
861,5,Inductor,41,20,12,16,2.15
861,6,Capacitor,78,48,17,6,4.87
861,7,Capacitor,48,67,11,8,4.38
862,0,Resistor,35,39,5,8,2.93
862,1,Inductor,32,58,16,12,2.98
862,2,Inductor,17,79,17,6,3.91
862,3,Resistor,15,34,20,16,4.9
862,4,Diode,1,57,13,14,3.81
862,5,IC,11,13,15,11,2.38
862,6,IC,19,40,20,6,0.92
862,7,IC,61,18,19,7,3.82
863,0,Capacitor,45,33,5,11,4.77
863,1,Resistor,18,41,14,16,3.14
863,2,Capacitor,54,47,17,19,0.43
863,3,Diode,0,15,10,11,0.34
863,4,Diode,46,74,11,10,0.49
863,5,Resistor,62,1,19,11,1.69
863,6,Capacitor,59,0,14,20,3.7
863,7,Resistor,77,70,17,11,0.95
863,8,Diode,73,12,14,19,4.16
863,9,Diode,49,78,6,13,4.45
863,10,Capacitor,34,67,14,11,1.74
863,11,Diode,72,29,19,19,1.31
863,12,Inductor,40,30,9,14,3.23
863,13,Inductor,12,20,13,8,1.67
864,0,Inductor,41,45,10,20,2.22
864,1,IC,90,65,10,14,1.19
864,2,Capacitor,21,66,6,14,0.89
864,3,IC,67,48,16,19,3.95
864,4,Diode,0,47,13,5,0.57
864,5,Inductor,62,68,18,19,2.47
864,6,Inductor,47,2,9,14,3.7
864,7,Capacitor,27,6,6,6,4.75
864,8,Capacitor,80,22,6,7,2.13
864,9,Diode,63,65,6,7,1.99
864,10,Inductor,15,39,7,5,4.79
864,11,Capacitor,50,73,14,13,2.23
864,12,Diode,65,37,17,11,2.47
864,13,Diode,3,43,19,20,1.82
865,0,Diode,33,72,17,9,4.69
865,1,Resistor,75,52,9,9,2.49
865,2,Resistor,0,58,17,17,4.08
865,3,IC,82,9,14,5,4.68
865,4,IC,64,38,8,7,0.52
865,5,Capacitor,66,22,9,17,0.4
865,6,Diode,20,74,13,5,0.7
865,7,Capacitor,74,87,11,5,1.07
865,8,IC,1,73,17,15,4.21
866,0,Diode,32,30,9,11,0.23
866,1,Capacitor,16,60,20,14,0.33
866,2,IC,78,71,9,15,2.47
866,3,Resistor,68,58,18,16,1.63
866,4,IC,68,37,14,6,0.26
866,5,Resistor,27,16,17,15,2.09
866,6,Resistor,19,16,19,15,0.73
867,0,Resistor,12,37,13,19,3.8
867,1,Diode,77,75,10,18,0.22
867,2,Resistor,23,74,8,11,1.41
867,3,Inductor,23,67,13,10,2.33
867,4,Diode,19,12,18,8,1.94
867,5,Resistor,4,2,8,13,4.0
868,0,IC,58,90,16,8,1.63
868,1,Inductor,91,59,9,17,3.97
868,2,Diode,59,47,13,17,1.52
868,3,Capacitor,38,29,7,8,3.16
868,4,Inductor,46,73,12,20,0.1
868,5,Inductor,6,42,19,18,2.79
868,6,Resistor,27,6,13,10,1.94
868,7,Resistor,62,21,14,11,3.72
868,8,Diode,35,6,20,10,0.85
868,9,Resistor,33,26,5,16,4.03
869,0,Resistor,57,59,12,10,4.73
869,1,Capacitor,67,43,10,9,2.07
869,2,IC,57,60,20,5,1.3
869,3,Capacitor,58,51,13,16,1.8
869,4,Diode,37,77,6,7,1.46
869,5,IC,35,26,11,11,0.77
869,6,Inductor,26,23,11,20,2.02
869,7,Resistor,61,59,19,18,3.0
869,8,IC,45,71,19,12,3.81
870,0,Resistor,38,39,6,10,4.73
870,1,Capacitor,70,34,17,6,2.84
870,2,Inductor,37,33,10,5,3.93
870,3,Diode,22,55,10,5,2.17
870,4,IC,51,46,20,8,0.7
870,5,Resistor,40,42,19,16,1.09
870,6,Resistor,13,40,16,5,2.95
870,7,IC,10,33,16,16,0.96
870,8,Resistor,32,20,5,14,3.12
870,9,Resistor,35,3,14,7,4.94
870,10,Capacitor,31,33,5,11,1.13
870,11,Resistor,0,11,13,20,3.44
870,12,IC,24,53,8,5,4.44
871,0,Resistor,19,56,20,12,1.99
871,1,Diode,23,63,18,19,2.82
871,2,Inductor,34,43,5,16,1.46
871,3,IC,70,49,12,19,2.86
871,4,Capacitor,43,44,11,14,4.01
871,5,Inductor,41,61,15,13,1.76
871,6,Inductor,37,52,11,19,2.39
872,0,Capacitor,54,6,14,12,1.56
872,1,Inductor,47,65,20,14,1.04
872,2,Diode,38,3,13,14,4.32
872,3,Diode,63,1,7,8,4.01
872,4,Inductor,59,90,5,10,2.05
872,5,Diode,28,61,8,9,0.13
872,6,Capacitor,57,0,6,8,3.21
872,7,Resistor,54,67,12,16,2.48
872,8,IC,81,54,12,7,1.04
872,9,Inductor,6,34,15,8,4.76
872,10,Diode,56,76,10,6,4.31
872,11,Capacitor,33,65,7,8,4.27
872,12,IC,21,5,14,9,2.0
872,13,Capacitor,14,77,19,14,3.13
872,14,Resistor,0,48,11,10,3.6
873,0,Diode,1,71,19,7,3.0
873,1,Inductor,46,80,6,5,4.85
873,2,Resistor,29,43,15,7,4.07
873,3,Inductor,53,24,12,12,3.68
873,4,Diode,71,5,17,14,1.43
873,5,IC,39,47,9,6,4.96
873,6,Resistor,18,2,11,6,3.8
873,7,IC,36,30,7,11,0.28
873,8,IC,22,48,17,20,4.81
873,9,Inductor,30,62,7,15,2.73
873,10,Diode,53,41,17,15,1.3
873,11,Resistor,5,70,20,15,4.7
873,12,Resistor,29,67,12,6,0.51
874,0,IC,68,17,18,12,0.87
874,1,Diode,27,87,7,5,1.55
874,2,IC,20,35,18,17,2.97
874,3,Resistor,64,38,7,17,1.01
874,4,Capacitor,80,68,9,9,3.63
874,5,IC,47,19,9,20,3.47
874,6,Inductor,37,49,10,18,3.48
874,7,Capacitor,21,71,10,18,0.37
874,8,Inductor,12,26,7,16,4.87
874,9,IC,36,0,18,18,1.77
874,10,IC,24,40,17,12,2.89
874,11,Diode,69,78,13,15,3.6
874,12,Resistor,51,13,17,12,4.41
875,0,Capacitor,58,14,6,7,4.02
875,1,Diode,73,94,10,6,0.65
875,2,Capacitor,81,2,10,8,0.25
875,3,Diode,32,81,9,8,1.71
875,4,IC,75,25,9,5,1.69
875,5,IC,44,72,18,8,4.04
876,0,Capacitor,53,86,16,8,1.44
876,1,Inductor,22,36,6,18,2.24
876,2,Inductor,2,24,7,18,1.12
876,3,Diode,72,50,11,5,1.78
876,4,Diode,79,8,14,6,2.62
876,5,Diode,10,78,16,15,2.58
876,6,Capacitor,11,66,19,15,3.86
876,7,Diode,27,74,15,17,0.33
876,8,Diode,27,88,5,5,3.33
876,9,Inductor,41,50,20,8,0.51
876,10,Capacitor,67,32,18,15,2.0
877,0,IC,37,38,18,7,4.3
877,1,Inductor,34,74,11,17,2.06
877,2,Diode,60,28,7,19,0.61
877,3,Capacitor,34,89,7,11,3.17
877,4,Inductor,33,49,17,12,0.23
877,5,Resistor,48,13,17,5,3.53
877,6,Capacitor,66,59,12,10,0.55
877,7,Inductor,39,3,5,13,2.18
877,8,Diode,5,79,7,15,3.8
877,9,Capacitor,46,56,7,15,1.87
877,10,Resistor,50,58,13,17,1.14
877,11,Diode,89,11,11,18,2.65
878,0,Resistor,52,42,7,8,1.66
878,1,Inductor,45,73,9,13,0.21
878,2,Resistor,63,38,15,6,3.89
878,3,IC,26,4,9,20,3.21
878,4,Resistor,44,61,11,6,0.66
878,5,Capacitor,61,65,10,17,0.44
878,6,Capacitor,68,68,18,9,3.11
878,7,Inductor,38,27,11,9,0.49
878,8,Resistor,38,36,12,6,1.19
878,9,Capacitor,84,65,14,20,4.27
878,10,Inductor,79,31,9,18,1.63
878,11,Inductor,11,33,7,13,2.97
879,0,Diode,46,58,14,8,1.15
879,1,IC,66,13,9,15,4.6
879,2,Diode,43,34,12,5,3.02
879,3,IC,69,83,6,11,4.01
879,4,Resistor,45,38,12,11,3.82
879,5,Capacitor,56,23,10,18,0.44
879,6,Inductor,14,49,10,13,1.79
879,7,Resistor,55,6,20,11,0.59
879,8,Diode,70,12,19,12,3.73
880,0,Diode,4,6,15,7,2.12
880,1,IC,56,39,10,18,4.08
880,2,IC,88,70,11,5,1.27
880,3,Inductor,79,66,16,20,4.58
880,4,Diode,52,54,9,14,1.33
880,5,Resistor,0,57,6,11,0.99
880,6,Inductor,55,45,9,14,2.99
880,7,Diode,51,0,9,20,2.11
880,8,Diode,49,8,7,11,1.9
880,9,Diode,56,85,7,7,4.46
880,10,IC,42,22,18,10,4.65
880,11,Diode,17,61,16,20,0.85
880,12,Capacitor,82,43,12,10,2.11
880,13,IC,9,74,8,6,4.66
880,14,Capacitor,4,35,20,7,4.92
881,0,Diode,72,86,14,14,0.11
881,1,Capacitor,42,0,11,13,3.62
881,2,Capacitor,64,73,11,15,2.74
881,3,IC,7,66,11,16,2.12
881,4,Inductor,57,45,5,6,0.57
881,5,Resistor,12,70,19,16,2.26
881,6,IC,29,28,17,10,3.13
881,7,IC,3,73,18,10,4.48
881,8,Resistor,50,43,18,11,2.13
881,9,Capacitor,30,17,8,12,1.09
881,10,IC,79,39,11,16,3.47
881,11,Capacitor,56,52,11,20,1.81
881,12,Diode,31,58,12,16,1.4
881,13,IC,19,9,20,9,2.77
882,0,Capacitor,12,79,7,10,3.64
882,1,Inductor,1,43,17,20,3.12
882,2,Resistor,58,49,20,10,1.06
882,3,IC,40,41,13,17,0.87
882,4,Inductor,15,9,19,7,1.02
882,5,Diode,74,82,6,18,0.73
882,6,IC,83,80,10,12,2.37
882,7,Inductor,80,75,17,6,0.36
882,8,IC,59,39,10,10,0.37
882,9,IC,75,49,8,17,2.22
883,0,Capacitor,37,45,6,8,4.1
883,1,Resistor,30,67,9,15,3.2
883,2,Inductor,10,43,12,7,1.47
883,3,Resistor,27,77,5,10,1.14
883,4,Resistor,8,44,14,11,3.06
883,5,Resistor,29,57,13,18,3.9
883,6,Diode,51,35,16,13,1.99
884,0,Diode,9,49,7,20,2.2
884,1,Inductor,4,72,11,9,1.57
884,2,IC,47,59,17,17,0.39
884,3,Inductor,56,11,15,17,4.03
884,4,IC,28,49,15,10,4.69
884,5,IC,1,41,13,13,3.16
884,6,Diode,37,91,8,5,0.19
884,7,IC,69,84,9,12,0.46
884,8,Resistor,90,64,8,8,1.01
884,9,Resistor,81,24,5,9,4.37
885,0,Resistor,14,6,16,19,1.5
885,1,Diode,11,80,16,16,2.77
885,2,IC,7,78,15,11,4.13
885,3,Resistor,68,67,7,10,4.78
885,4,Inductor,85,39,7,15,1.87
885,5,Diode,55,73,5,8,3.67
885,6,Inductor,76,32,12,5,4.07
885,7,Diode,9,19,8,13,4.59
885,8,Resistor,26,80,15,11,1.31
885,9,Resistor,59,19,17,18,1.17
885,10,Diode,3,45,10,15,1.41
885,11,Inductor,71,23,19,14,4.93
885,12,Resistor,11,62,19,19,3.06
886,0,IC,2,54,12,14,2.93
886,1,IC,73,7,8,15,4.67
886,2,IC,47,1,14,8,4.17
886,3,Resistor,33,21,7,15,1.66
886,4,Diode,41,8,14,13,3.79
886,5,Resistor,39,6,20,9,1.8
886,6,Capacitor,18,90,8,7,1.98
886,7,Inductor,47,24,14,12,2.22
886,8,IC,59,70,12,12,3.42
886,9,IC,48,65,6,14,4.18
886,10,IC,85,28,15,20,2.95
886,11,Inductor,59,24,16,20,4.93
887,0,IC,45,36,13,17,2.23
887,1,Resistor,30,53,15,13,0.66
887,2,Inductor,5,57,10,11,1.29
887,3,Capacitor,44,23,18,7,0.72
887,4,Inductor,66,58,7,20,0.76
887,5,Capacitor,61,63,12,12,2.46
887,6,IC,19,1,17,14,1.24
887,7,IC,3,50,20,7,3.75
888,0,Capacitor,9,4,16,9,0.29
888,1,IC,2,70,8,14,2.19
888,2,Capacitor,17,2,6,16,1.98
888,3,Capacitor,69,46,9,12,2.61
888,4,Resistor,8,3,16,16,4.7
888,5,IC,0,52,19,8,1.35
888,6,Diode,8,15,11,17,4.58
888,7,IC,54,22,19,5,1.32
888,8,Resistor,45,0,19,8,3.98
888,9,Resistor,2,2,20,8,2.55
888,10,Capacitor,10,66,12,17,2.0
889,0,Diode,64,75,18,5,0.34
889,1,IC,54,16,5,6,3.86
889,2,Resistor,70,85,18,7,0.5
889,3,Inductor,55,53,13,14,1.3
889,4,Inductor,42,4,11,7,3.47
889,5,IC,0,76,8,17,4.46
889,6,Diode,87,76,12,8,1.4
889,7,Diode,34,72,10,9,1.34
889,8,IC,21,85,18,7,0.34
890,0,Capacitor,28,15,20,10,0.3
890,1,Resistor,55,7,17,9,0.52
890,2,Diode,64,9,16,20,0.19
890,3,Capacitor,71,82,8,7,2.28
890,4,IC,1,23,5,13,0.91
890,5,Inductor,65,18,19,10,0.62
890,6,Resistor,8,84,5,16,0.95
890,7,Resistor,12,76,13,8,1.14
890,8,Resistor,63,57,14,15,3.24
890,9,Inductor,30,75,17,6,4.08
890,10,IC,90,1,10,16,1.9
890,11,Inductor,58,34,18,15,3.61
891,0,Inductor,28,76,16,7,1.43
891,1,Inductor,85,79,12,10,3.42
891,2,IC,48,15,13,12,4.32
891,3,Resistor,42,20,13,8,2.48
891,4,Inductor,13,72,15,6,4.2
891,5,Resistor,86,29,10,8,4.41
891,6,Resistor,72,26,8,20,1.86
891,7,Inductor,45,68,16,20,0.39
891,8,Resistor,54,23,8,20,2.5
891,9,IC,32,27,19,7,1.7
891,10,Diode,0,15,17,8,4.95
891,11,Resistor,86,52,11,16,3.6
892,0,Diode,28,41,11,6,2.52
892,1,IC,37,42,18,8,2.53
892,2,Capacitor,20,32,14,18,1.41
892,3,Resistor,34,7,7,17,0.49
892,4,Capacitor,74,49,19,15,1.41
892,5,Inductor,41,28,15,15,0.31
892,6,Diode,48,0,6,18,1.86
892,7,IC,23,24,13,14,3.66
892,8,Capacitor,6,76,9,20,1.41
892,9,Inductor,38,53,12,10,3.62
892,10,Capacitor,71,81,12,7,2.13
